,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
2603,Andrey Santos,Central Midfield,18,10000000,Brazil,Others,Clube de Regatas Vasco da Gama,England,Premier League,Chelsea FC,12000000,2022,Midfield
2604,Roméo Lavia,Defensive Midfield,18,2000000,England,Others,Manchester City U21,England,Premier League,Southampton FC,12000000,2022,Midfield
2605,Fernando Gorriarán,Central Midfield,28,9000000,Mexico,Others,Santos Laguna,Mexico,Others,Tigres UANL,12000000,2022,Midfield
2606,Pau López,Goalkeeper,27,12000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,12000000,2022,Goalkeeper
2607,Marc Roca,Defensive Midfield,25,7000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Leeds United,12000000,2022,Midfield
2608,Agustín Álvarez,Centre-Forward,21,4000000,Uruguay,Others,CA Peñarol,Italy,Serie A,US Sassuolo,12000000,2022,Attack
2609,Chris Richards,Centre-Back,22,7000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Crystal Palace,12000000,2022,Defense
2610,Alexis Beka Beka,Defensive Midfield,21,3000000,Russia,Others,Lokomotiv Moscow,France,Ligue 1,OGC Nice,12000000,2022,Midfield
2611,Stanley Nsoki,Centre-Back,23,7000000,Belgium,Others,Club Brugge KV,Germany,Bundesliga,TSG 1899 Hoffenheim,12000000,2022,Defense
2612,David Datro Fofana,Centre-Forward,20,7000000,Norway,Others,Molde FK,England,Premier League,Chelsea FC,12000000,2022,Attack
2613,Maximilian Wöber,Centre-Back,24,12000000,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Leeds United,12000000,2022,Defense
2614,Naouirou Ahamada,Central Midfield,20,5000000,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Crystal Palace,12000000,2022,Midfield
2615,Gabriel Veron,Left Winger,19,12000000,Brazil,Others,Sociedade Esportiva Palmeiras,Portugal,Others,FC Porto,10000000,2022,Attack
2616,Luís Maximiano,Goalkeeper,23,12000000,Spain,Others,Granada CF,Italy,Serie A,SS Lazio,10000000,2022,Goalkeeper
2617,Willian José,Centre-Forward,30,12000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Real Betis Balompié,10000000,2022,Attack
2618,Owen Wijndal,Left-Back,22,12000000,Netherlands,Others,AZ Alkmaar,Netherlands,Others,Ajax Amsterdam,10000000,2022,Defense
2619,Marko Grujić,Defensive Midfield,26,12000000,England,Premier League,Liverpool FC,Portugal,Others,FC Porto,9000000,2022,Midfield
2620,Samuele Ricci,Defensive Midfield,20,12000000,Italy,Serie A,FC Empoli,Italy,Serie A,Torino FC,8000000,2022,Midfield
2621,Antonin Barak,Attacking Midfield,28,12000000,Italy,Serie A,Hellas Verona,Italy,Serie A,ACF Fiorentina,8000000,2022,Midfield
2622,Billy Gilmour,Central Midfield,21,12000000,England,Premier League,Chelsea FC,England,Premier League,Brighton & Hove Albion,8000000,2022,Midfield
2623,Luiz Henrique,Right Winger,21,12000000,Brazil,Others,Fluminense Football Club,Spain,LaLiga,Real Betis Balompié,8000000,2022,Attack
2624,Angelo Fulgini,Attacking Midfield,25,12000000,France,Ligue 1,Angers SCO,Germany,Bundesliga,1.FSV Mainz 05,6000000,2022,Midfield
2625,Fábio Carvalho,Attacking Midfield,19,12000000,England,Premier League,Fulham FC,England,Premier League,Liverpool FC,5000000,2022,Midfield
2626,João Pedro,Centre-Forward,30,12000000,Italy,Others,Cagliari Calcio,Turkey,Others,Fenerbahce,4000000,2022,Attack
2627,Idrissa Gueye,Central Midfield,32,12000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Everton FC,4000000,2022,Midfield
2628,Sérgio Oliveira,Central Midfield,30,12000000,Portugal,Others,FC Porto,Turkey,Others,Galatasaray,3000000,2022,Midfield
2629,Maxi Gómez,Centre-Forward,26,12000000,Spain,LaLiga,Valencia CF,Turkey,Others,Trabzonspor,3000000,2022,Attack
2630,Andrea Petagna,Centre-Forward,27,12000000,Italy,Serie A,SSC Napoli,Italy,Serie A,AC Monza,2000000,2022,Attack
2631,Karl Toko Ekambi,Left Winger,30,12000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,Stade Rennais FC,1000000,2022,Attack
2632,Razvan Marin,Central Midfield,26,12000000,Italy,Others,Cagliari Calcio,Italy,Serie A,FC Empoli,1000000,2022,Midfield
2633,Boulaye Dia,Centre-Forward,25,12000000,Spain,LaLiga,Villarreal CF,Italy,Serie A,US Salernitana 1919,1000000,2022,Attack
2634,Krzysztof Piatek,Centre-Forward,27,12000000,Germany,Bundesliga,Hertha BSC,Italy,Serie A,US Salernitana 1919,1000000,2022,Attack
2635,Kevin Schade,Right Winger,21,12000000,Germany,Bundesliga,SC Freiburg,England,Premier League,Brentford FC,1000000,2022,Attack
2636,Diego Llorente,Centre-Back,29,12000000,England,Premier League,Leeds United,Italy,Serie A,AS Roma,500000,2022,Defense
2637,Sam Johnstone,Goalkeeper,29,12000000,England,Others,West Bromwich Albion,England,Premier League,Crystal Palace,0,2022,Goalkeeper
2638,André Onana,Goalkeeper,26,12000000,Netherlands,Others,Ajax Amsterdam,Italy,Serie A,Inter Milan,0,2022,Goalkeeper
2639,Divock Origi,Centre-Forward,27,12000000,England,Premier League,Liverpool FC,Italy,Serie A,AC Milan,0,2022,Attack
2640,Clément Lenglet,Centre-Back,27,12000000,Spain,LaLiga,FC Barcelona,England,Premier League,Tottenham Hotspur,0,2022,Defense
2641,Ángel Di María,Right Winger,34,12000000,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,0,2022,Attack
2642,Taty Castellanos,Centre-Forward,23,12000000,United States,Others,New York City FC,Spain,LaLiga,Girona FC,0,2022,Attack
2643,Adnan Januzaj,Right Winger,27,12000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Sevilla FC,0,2022,Attack
2644,Loïc Badé,Centre-Back,22,12000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Nottingham Forest,0,2022,Defense
2645,Marcos Alonso,Left-Back,31,12000000,England,Premier League,Chelsea FC,Spain,LaLiga,FC Barcelona,0,2022,Defense
2646,Gustavo Scarpa,Attacking Midfield,28,12000000,Brazil,Others,Sociedade Esportiva Palmeiras,England,Premier League,Nottingham Forest,0,2022,Midfield
2647,Kasper Dolberg,Centre-Forward,25,12000000,France,Ligue 1,OGC Nice,Germany,Bundesliga,TSG 1899 Hoffenheim,0,2022,Attack
2648,Bryan Gil,Left Winger,21,12000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Sevilla FC,0,2022,Attack
2649,Sergi Canós,Right Winger,25,12000000,England,Premier League,Brentford FC,Greece,Others,Olympiacos Piraeus,0,2022,Attack
2650,Matt Doherty,Right-Back,31,12000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Atlético de Madrid,0,2022,Defense
2651,Andrey Santos,Central Midfield,18,12000000,England,Premier League,Chelsea FC,Brazil,Others,Clube de Regatas Vasco da Gama,0,2022,Midfield
2652,Marcus Tavernier,Central Midfield,23,4000000,England,Others,Middlesbrough FC,England,Premier League,AFC Bournemouth,11000000,2022,Midfield
2653,Julio Enciso,Centre-Forward,18,11000000,Paraguay,Others,Club Libertad Asunción,England,Premier League,Brighton & Hove Albion,11000000,2022,Attack
2654,Youssouf Ndayishimiye,Centre-Back,24,7000000,Turkey,Others,Basaksehir FK,France,Ligue 1,OGC Nice,11000000,2022,Defense
2655,Mario Lemina,Defensive Midfield,29,7000000,France,Ligue 1,OGC Nice,England,Premier League,Wolverhampton Wanderers,11000000,2022,Midfield
2656,Máximo Perrone,Defensive Midfield,20,8000000,Argentina,Others,CA Vélez Sarsfield,England,Premier League,Manchester City,11000000,2022,Midfield
2657,Lyle Foster,Centre-Forward,22,2000000,Belgium,Others,KVC Westerlo,England,Others,Burnley FC,11000000,2022,Attack
2658,Amin Sarr,Centre-Forward,21,3000000,Netherlands,Others,SC Heerenveen,France,Ligue 1,Olympique Lyon,11000000,2022,Attack
2659,Joshua Zirkzee,Centre-Forward,21,11000000,Germany,Bundesliga,Bayern Munich,Italy,Serie A,Bologna FC 1909,8000000,2022,Attack
2660,Matheus Henrique,Central Midfield,24,11000000,Brazil,Others,Grêmio Foot-Ball Porto Alegrense,Italy,Serie A,US Sassuolo,8000000,2022,Midfield
2661,Ludovic Ajorque,Centre-Forward,28,11000000,France,Ligue 1,RC Strasbourg Alsace,Germany,Bundesliga,1.FSV Mainz 05,6000000,2022,Attack
2662,Nicolás Tagliafico,Left-Back,29,11000000,Netherlands,Others,Ajax Amsterdam,France,Ligue 1,Olympique Lyon,4000000,2022,Defense
2663,Mady Camara,Central Midfield,25,11000000,Greece,Others,Olympiacos Piraeus,Italy,Serie A,AS Roma,1000000,2022,Midfield
2664,Flynn Downes,Central Midfield,23,2000000,Wales,Others,Swansea City,England,Premier League,West Ham United,10000000,2022,Midfield
2665,Gabriel Sara,Central Midfield,23,6000000,Brazil,Others,São Paulo Futebol Clube,England,Others,Norwich City,10000000,2022,Midfield
2666,James Garner,Defensive Midfield,21,7000000,England,Others,Manchester United U21,England,Premier League,Everton FC,10000000,2022,Midfield
2667,Antoine Semenyo,Centre-Forward,23,3000000,England,Others,Bristol City,England,Premier League,AFC Bournemouth,10000000,2022,Attack
2668,Nicolás Ibáñez,Centre-Forward,28,7000000,Mexico,Others,CF Pachuca,Mexico,Others,Tigres UANL,10000000,2022,Attack
2669,Dango Ouattara,Right Winger,20,10000000,France,Ligue 1,FC Lorient,England,Premier League,AFC Bournemouth,22000000,2022,Attack
2670,Armel Bella-Kotchap,Centre-Back,20,10000000,Germany,Bundesliga,VfL Bochum,England,Premier League,Southampton FC,11000000,2022,Defense
2671,Jakub Kaminski,Left Winger,20,10000000,Poland,Others,Lech Poznan,Germany,Bundesliga,VfL Wolfsburg,10000000,2022,Attack
2672,Rúben Vinagre,Left-Back,23,5000000,England,Premier League,Wolverhampton Wanderers,Portugal,Others,Sporting CP,10000000,2022,Defense
2673,Jens Petter Hauge,Right Winger,22,8000000,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,10000000,2022,Attack
2674,Giulian Biancone,Right-Back,22,4000000,France,Ligue 1,ESTAC Troyes,England,Premier League,Nottingham Forest,10000000,2022,Defense
2675,Kristian Thorstvedt,Attacking Midfield,23,5000000,Belgium,Others,KRC Genk,Italy,Serie A,US Sassuolo,10000000,2022,Midfield
2676,Luis Suárez,Centre-Forward,24,9000000,Spain,Others,Granada CF,France,Ligue 1,Olympique Marseille,10000000,2022,Attack
2677,Junya Ito,Right Winger,29,7000000,Belgium,Others,KRC Genk,France,Ligue 1,Stade Reims,10000000,2022,Attack
2678,Borja Mayoral,Centre-Forward,25,9000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Getafe CF,10000000,2022,Attack
2679,Armand Laurienté,Left Winger,23,7000000,France,Ligue 1,FC Lorient,Italy,Serie A,US Sassuolo,10000000,2022,Attack
2680,Jeffinho,Left Winger,23,1000000,Brazil,Others,Botafogo de Futebol e Regatas,France,Ligue 1,Olympique Lyon,10000000,2022,Attack
2681,Ademola Lookman,Second Striker,24,10000000,Germany,Bundesliga,RB Leipzig,Italy,Serie A,Atalanta BC,9000000,2022,Attack
2682,Guglielmo Vicario,Goalkeeper,25,10000000,Italy,Others,Cagliari Calcio,Italy,Serie A,FC Empoli,8000000,2022,Goalkeeper
2683,Rolando Mandragora,Defensive Midfield,25,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,ACF Fiorentina,8000000,2022,Midfield
2684,Gerónimo Rulli,Goalkeeper,30,10000000,Spain,LaLiga,Villarreal CF,Netherlands,Others,Ajax Amsterdam,8000000,2022,Goalkeeper
2685,Joe Aribo,Attacking Midfield,25,10000000,Scotland,Others,Rangers FC,England,Premier League,Southampton FC,7000000,2022,Midfield
2686,Beto,Centre-Forward,24,10000000,Portugal,Others,Portimonense SC,Italy,Serie A,Udinese Calcio,7000000,2022,Attack
2687,Ozan Kabak,Centre-Back,22,10000000,Germany,Bundesliga,FC Schalke 04,Germany,Bundesliga,TSG 1899 Hoffenheim,7000000,2022,Defense
2688,Sofiane Boufal,Left Winger,29,10000000,France,Ligue 1,Angers SCO,Qatar,Others,Al-Rayyan SC,6000000,2022,Attack
2689,Mislav Orsic,Left Winger,30,10000000,Croatia,Others,GNK Dinamo Zagreb,England,Premier League,Southampton FC,5000000,2022,Attack
2690,Gianluca Caprari,Second Striker,28,10000000,Italy,Serie A,UC Sampdoria,Italy,Serie A,Hellas Verona,5000000,2022,Attack
2691,Kristjan Asllani,Defensive Midfield,20,10000000,Italy,Serie A,FC Empoli,Italy,Serie A,Inter Milan,4000000,2022,Midfield
2692,Wilfried Gnonto,Left Winger,18,10000000,Switzerland,Others,FC Zürich,England,Premier League,Leeds United,4000000,2022,Attack
2693,Hugo Duro,Centre-Forward,22,10000000,Spain,LaLiga,Getafe CF,Spain,LaLiga,Valencia CF,4000000,2022,Attack
2694,Mahmoud Trezeguet,Left Winger,27,10000000,England,Premier League,Aston Villa,Turkey,Others,Trabzonspor,4000000,2022,Attack
2695,Michy Batshuayi,Centre-Forward,28,10000000,England,Premier League,Chelsea FC,Turkey,Others,Fenerbahce,3000000,2022,Attack
2696,Mario Götze,Attacking Midfield,30,10000000,Netherlands,Others,PSV Eindhoven,Germany,Bundesliga,Eintracht Frankfurt,3000000,2022,Midfield
2697,Gianluca Caprari,Second Striker,28,10000000,Italy,Serie A,Hellas Verona,Italy,Serie A,AC Monza,3000000,2022,Attack
2698,Léo Dubois,Right-Back,27,10000000,France,Ligue 1,Olympique Lyon,Turkey,Others,Galatasaray,2000000,2022,Defense
2699,Aster Vranckx,Central Midfield,19,10000000,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,AC Milan,2000000,2022,Midfield
2700,Alexander Sörloth,Centre-Forward,26,10000000,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Real Sociedad,1000000,2022,Attack
2701,Mathias Normann,Defensive Midfield,26,10000000,Russia,Others,FK Rostov,Russia,Others,Dynamo Moscow,1000000,2022,Midfield
2702,Romain Faivre,Right Midfield,24,10000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,FC Lorient,1000000,2022,Midfield
2703,Aleksey Miranchuk,Attacking Midfield,26,10000000,Italy,Serie A,Atalanta BC,Italy,Serie A,Torino FC,980000,2022,Midfield
2704,Pierluigi Gollini,Goalkeeper,27,10000000,Italy,Serie A,Atalanta BC,Italy,Serie A,ACF Fiorentina,490000,2022,Goalkeeper
2705,Alessio Cragno,Goalkeeper,28,10000000,Italy,Others,Cagliari Calcio,Italy,Serie A,AC Monza,400000,2022,Goalkeeper
2706,Manu Sánchez,Left-Back,21,10000000,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,CA Osasuna,200000,2022,Defense
2707,Cyle Larin,Centre-Forward,27,10000000,Turkey,Others,Besiktas JK,Belgium,Others,Club Brugge KV,0,2022,Attack
2708,Ivan Perisic,Left Midfield,33,10000000,Italy,Serie A,Inter Milan,England,Premier League,Tottenham Hotspur,0,2022,Midfield
2709,Federico Bernardeschi,Right Winger,28,10000000,Italy,Serie A,Juventus FC,Canada,Others,Toronto FC,0,2022,Attack
2710,Alex Mowatt,Central Midfield,27,10000000,England,Others,West Bromwich Albion,England,Others,Middlesbrough FC,0,2022,Midfield
2711,Ander Herrera,Central Midfield,33,10000000,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Athletic Bilbao,0,2022,Midfield
2712,Nicolò Rovella,Defensive Midfield,20,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,AC Monza,0,2022,Midfield
2713,Stefan Posch,Centre-Back,25,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Italy,Serie A,Bologna FC 1909,0,2022,Defense
2714,Serhou Guirassy,Centre-Forward,26,10000000,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,VfB Stuttgart,0,2022,Attack
2715,Ainsley Maitland-Niles,Right Midfield,25,10000000,England,Premier League,Arsenal FC,England,Premier League,Southampton FC,0,2022,Midfield
2716,Amine Harit,Attacking Midfield,25,10000000,Germany,Bundesliga,FC Schalke 04,France,Ligue 1,Olympique Marseille,0,2022,Midfield
2717,Allan,Defensive Midfield,31,10000000,England,Premier League,Everton FC,United Arab Emirates,Others,Al-Wahda FC Abu Dhabi,0,2022,Midfield
2718,Loïc Badé,Centre-Back,22,10000000,France,Ligue 1,Stade Rennais FC,Spain,LaLiga,Sevilla FC,0,2022,Defense
2719,Kayky,Right Winger,19,10000000,England,Others,Manchester City U21,Brazil,Others,Esporte Clube Bahia,0,2022,Attack
2720,Chris Wood,Centre-Forward,31,10000000,England,Premier League,Newcastle United,England,Premier League,Nottingham Forest,0,2022,Attack
2721,Matheus Pereira,Attacking Midfield,26,10000000,Saudi Arabia,Others,Al-Hilal Saudi FC,United Arab Emirates,Others,Al-Wahda FC Abu Dhabi,0,2022,Midfield
2722,Pape Gueye,Defensive Midfield,24,10000000,France,Ligue 1,Olympique Marseille,Spain,LaLiga,Sevilla FC,0,2022,Midfield
2723,Jeff Reine-Adélaïde,Attacking Midfield,25,10000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,ESTAC Troyes,0,2022,Midfield
2724,Marquinhos,Right Winger,19,10000000,England,Premier League,Arsenal FC,England,Others,Norwich City,0,2022,Attack
2725,Florian Thauvin,Right Winger,30,10000000,Mexico,Others,Tigres UANL,Italy,Serie A,Udinese Calcio,0,2022,Attack
2726,Loïs Openda,Centre-Forward,22,7000000,Belgium,Others,Club Brugge KV,France,Ligue 1,RC Lens,9000000,2022,Attack
2727,Cucho Hernández,Centre-Forward,23,9000000,England,Others,Watford FC,United States,Others,Columbus Crew,9000000,2022,Attack
2728,José Manuel López,Centre-Forward,21,8000000,Argentina,Others,Club Atlético Lanús,Brazil,Others,Sociedade Esportiva Palmeiras,9000000,2022,Attack
2729,João Victor,Centre-Back,23,8000000,Brazil,Others,Sport Club Corinthians Paulista,Portugal,Others,SL Benfica,9000000,2022,Defense
2730,Andreas Pereira,Attacking Midfield,26,7000000,England,Premier League,Manchester United,England,Premier League,Fulham FC,9000000,2022,Midfield
2731,Ahmetcan Kaplan,Centre-Back,19,2000000,Turkey,Others,Trabzonspor,Netherlands,Others,Ajax Amsterdam,9000000,2022,Defense
2732,Evander,Central Midfield,24,9000000,Denmark,Others,FC Midtjylland,United States,Others,Portland Timbers,9000000,2022,Midfield
2733,Miralem Pjanic,Central Midfield,32,9000000,Spain,LaLiga,FC Barcelona,United Arab Emirates,Others,Sharjah FC,0,2022,Midfield
2734,Lewis O'Brien,Central Midfield,23,3000000,England,Others,Huddersfield Town,England,Premier League,Nottingham Forest,9000000,2022,Midfield
2735,Alphonse Areola,Goalkeeper,29,8000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,9000000,2022,Goalkeeper
2736,Gabriel Slonina,Goalkeeper,18,3000000,United States,Others,Chicago Fire FC,England,Premier League,Chelsea FC,9000000,2022,Goalkeeper
2737,Andrea Colpani,Central Midfield,23,2000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,9000000,2022,Midfield
2738,Perr Schuurs,Centre-Back,22,7000000,Netherlands,Others,Ajax Amsterdam,Italy,Serie A,Torino FC,9000000,2022,Defense
2739,Christopher Wooh,Centre-Back,20,3000000,France,Ligue 1,RC Lens,France,Ligue 1,Stade Rennais FC,9000000,2022,Defense
2740,Andreas Schjelderup,Left Winger,18,9000000,Denmark,Others,FC Nordsjaelland,Portugal,Others,SL Benfica,9000000,2022,Attack
2741,Jonas Omlin,Goalkeeper,29,7000000,France,Ligue 1,Montpellier HSC,Germany,Bundesliga,Borussia Mönchengladbach,9000000,2022,Goalkeeper
2742,Josip Juranovic,Right-Back,27,9000000,Scotland,Others,Celtic FC,Germany,Bundesliga,1.FC Union Berlin,8000000,2022,Defense
2743,Jhon Lucumí,Centre-Back,24,9000000,Belgium,Others,KRC Genk,Italy,Serie A,Bologna FC 1909,8000000,2022,Defense
2744,Adam Buksa,Centre-Forward,25,9000000,United States,Others,New England Revolution,France,Ligue 1,RC Lens,6000000,2022,Attack
2745,Andreas Cornelius,Centre-Forward,29,9000000,Turkey,Others,Trabzonspor,Denmark,Others,FC Copenhagen,6000000,2022,Attack
2746,Facundo Buonanotte,Attacking Midfield,18,9000000,Argentina,Others,CA Rosario Central,England,Premier League,Brighton & Hove Albion,6000000,2022,Midfield
2747,Kevin Mbabu,Right-Back,27,9000000,Germany,Bundesliga,VfL Wolfsburg,England,Premier League,Fulham FC,5000000,2022,Defense
2748,Anders Dreyer,Right Winger,24,9000000,Denmark,Others,FC Midtjylland,Belgium,Others,RSC Anderlecht,4000000,2022,Attack
2749,Bernd Leno,Goalkeeper,30,9000000,England,Premier League,Arsenal FC,England,Premier League,Fulham FC,3000000,2022,Goalkeeper
