,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
2388,Benoît Badiashile,Centre-Back,21,40000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Chelsea FC,38000000,2022,Defense
2389,Gonçalo Guedes,Second Striker,25,40000000,Spain,LaLiga,Valencia CF,England,Premier League,Wolverhampton Wanderers,32000000,2022,Attack
2390,Diego Carlos,Centre-Back,29,40000000,Spain,LaLiga,Sevilla FC,England,Premier League,Aston Villa,31000000,2022,Defense
2391,Antonio Rüdiger,Centre-Back,29,40000000,England,Premier League,Chelsea FC,Spain,LaLiga,Real Madrid,0,2022,Defense
2392,Kalidou Koulibaly,Centre-Back,31,35000000,Italy,Serie A,SSC Napoli,England,Premier League,Chelsea FC,38000000,2022,Defense
2393,Sven Botman,Centre-Back,22,30000000,France,Ligue 1,LOSC Lille,England,Premier League,Newcastle United,37000000,2022,Defense
2394,Gianluca Scamacca,Centre-Forward,23,30000000,Italy,Serie A,US Sassuolo,England,Premier League,West Ham United,36000000,2022,Attack
2395,Fábio Vieira,Attacking Midfield,22,25000000,Portugal,Others,FC Porto,England,Premier League,Arsenal FC,35000000,2022,Midfield
2396,Nayef Aguerd,Centre-Back,26,12000000,France,Ligue 1,Stade Rennais FC,England,Premier League,West Ham United,35000000,2022,Defense
2397,Oleksandr Zinchenko,Left-Back,25,25000000,England,Premier League,Manchester City,England,Premier League,Arsenal FC,35000000,2022,Defense
2398,Amadou Onana,Defensive Midfield,20,10000000,France,Ligue 1,LOSC Lille,England,Premier League,Everton FC,35000000,2022,Midfield
2399,Noni Madueke,Right Winger,20,15000000,Netherlands,Others,PSV Eindhoven,England,Premier League,Chelsea FC,35000000,2022,Attack
2400,Sébastien Haller,Centre-Forward,28,35000000,Netherlands,Others,Ajax Amsterdam,Germany,Bundesliga,Borussia Dortmund,31000000,2022,Attack
2401,Karim Adeyemi,Left Winger,20,35000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Borussia Dortmund,30000000,2022,Attack
2402,Yves Bissouma,Central Midfield,25,35000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Tottenham Hotspur,29000000,2022,Midfield
2403,Timo Werner,Centre-Forward,26,35000000,England,Premier League,Chelsea FC,Germany,Bundesliga,RB Leipzig,20000000,2022,Attack
2404,Ryan Gravenberch,Central Midfield,20,35000000,Netherlands,Others,Ajax Amsterdam,Germany,Bundesliga,Bayern Munich,18000000,2022,Midfield
2405,Jorginho,Defensive Midfield,31,35000000,England,Premier League,Chelsea FC,England,Premier League,Arsenal FC,11000000,2022,Midfield
2406,Arnaut Danjuma,Left Winger,25,35000000,Spain,LaLiga,Villarreal CF,England,Premier League,Tottenham Hotspur,3000000,2022,Attack
2407,Niklas Süle,Centre-Back,26,35000000,Germany,Bundesliga,Bayern Munich,Germany,Bundesliga,Borussia Dortmund,0,2022,Defense
2408,Andreas Christensen,Centre-Back,26,35000000,England,Premier League,Chelsea FC,Spain,LaLiga,FC Barcelona,0,2022,Defense
2409,Paulo Dybala,Second Striker,28,35000000,Italy,Serie A,Juventus FC,Italy,Serie A,AS Roma,0,2022,Attack
2410,Nico Schlotterbeck,Centre-Back,22,33000000,Germany,Bundesliga,SC Freiburg,Germany,Bundesliga,Borussia Dortmund,20000000,2022,Defense
2411,Brenden Aaronson,Attacking Midfield,21,25000000,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Leeds United,32000000,2022,Midfield
2412,Charles De Ketelaere,Attacking Midfield,21,30000000,Belgium,Others,Club Brugge KV,Italy,Serie A,AC Milan,32000000,2022,Midfield
2413,Vitinha,Centre-Forward,22,15000000,Portugal,Others,SC Braga,France,Ligue 1,Olympique Marseille,32000000,2022,Attack
2414,Gonçalo Guedes,Second Striker,26,32000000,England,Premier League,Wolverhampton Wanderers,Portugal,Others,SL Benfica,0,2022,Attack
2415,Steven Bergwijn,Left Winger,24,18000000,England,Premier League,Tottenham Hotspur,Netherlands,Others,Ajax Amsterdam,31000000,2022,Attack
2416,Malo Gusto,Right-Back,19,15000000,France,Ligue 1,Olympique Lyon,England,Premier League,Chelsea FC,30000000,2022,Defense
2417,Leandro Trossard,Left Winger,28,30000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Arsenal FC,24000000,2022,Attack
2418,Manuel Akanji,Centre-Back,27,30000000,Germany,Bundesliga,Borussia Dortmund,England,Premier League,Manchester City,17000000,2022,Defense
2419,Frank Anguissa,Central Midfield,26,30000000,England,Premier League,Fulham FC,Italy,Serie A,SSC Napoli,16000000,2022,Midfield
2420,Nicolò Zaniolo,Attacking Midfield,23,30000000,Italy,Serie A,AS Roma,Turkey,Others,Galatasaray,15000000,2022,Midfield
2421,Renan Lodi,Left-Back,24,30000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Nottingham Forest,5000000,2022,Defense
2422,Tanguy Ndombélé,Central Midfield,25,30000000,England,Premier League,Tottenham Hotspur,Italy,Serie A,SSC Napoli,500000,2022,Midfield
2423,Angeliño,Left-Back,25,30000000,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,TSG 1899 Hoffenheim,0,2022,Defense
2424,Morgan Gibbs-White,Attacking Midfield,22,11000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Nottingham Forest,29000000,2022,Midfield
2425,Renato Sanches,Central Midfield,24,28000000,France,Ligue 1,LOSC Lille,France,Ligue 1,Paris Saint-Germain,15000000,2022,Midfield
2426,Leander Dendoncker,Defensive Midfield,27,28000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Aston Villa,15000000,2022,Midfield
2427,Giacomo Raspadori,Second Striker,22,28000000,Italy,Serie A,US Sassuolo,Italy,Serie A,SSC Napoli,5000000,2022,Attack
2428,Hugo Ekitiké,Centre-Forward,20,28000000,France,Ligue 1,Stade Reims,France,Ligue 1,Paris Saint-Germain,0,2022,Attack
2429,Mohamed Camara,Defensive Midfield,22,27000000,Austria,Bundesliga,Red Bull Salzburg,Monaco,Ligue 1,AS Monaco,15000000,2022,Midfield
2430,Xaver Schlager,Central Midfield,24,27000000,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,RB Leipzig,12000000,2022,Midfield
2431,Denis Zakaria,Defensive Midfield,25,27000000,Italy,Serie A,Juventus FC,England,Premier League,Chelsea FC,3000000,2022,Midfield
2432,David Raum,Left-Back,24,20000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,RB Leipzig,26000000,2022,Defense
2433,Luis Sinisterra,Left Winger,23,25000000,Netherlands,Others,Feyenoord Rotterdam,England,Premier League,Leeds United,25000000,2022,Attack
2434,Jakub Kiwior,Centre-Back,22,8000000,Italy,Serie A,Spezia Calcio,England,Premier League,Arsenal FC,25000000,2022,Defense
2435,Kamaldeen Sulemana,Left Winger,20,18000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Southampton FC,25000000,2022,Attack
2436,Merih Demiral,Centre-Back,24,25000000,Italy,Serie A,Juventus FC,Italy,Serie A,Atalanta BC,21000000,2022,Defense
2437,João Palhinha,Defensive Midfield,26,25000000,Portugal,Others,Sporting CP,England,Premier League,Fulham FC,20000000,2022,Midfield
2438,Danilo,Defensive Midfield,21,25000000,Brazil,Others,Sociedade Esportiva Palmeiras,England,Premier League,Nottingham Forest,20000000,2022,Midfield
2439,Sasa Kalajdzic,Centre-Forward,25,25000000,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Wolverhampton Wanderers,18000000,2022,Attack
2440,Mattéo Guendouzi,Central Midfield,23,25000000,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Marseille,11000000,2022,Midfield
2441,Pedro Porro,Right-Back,22,25000000,England,Premier League,Manchester City,Portugal,Others,Sporting CP,8000000,2022,Defense
2442,Raúl de Tomás,Centre-Forward,27,25000000,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,Rayo Vallecano,8000000,2022,Attack
2443,Pedro Porro,Right-Back,23,25000000,Portugal,Others,Sporting CP,England,Premier League,Tottenham Hotspur,5000000,2022,Defense
2444,Lucas Ocampos,Left Winger,28,25000000,Spain,LaLiga,Sevilla FC,Netherlands,Others,Ajax Amsterdam,4000000,2022,Attack
2445,Lorenzo Insigne,Left Winger,31,25000000,Italy,Serie A,SSC Napoli,Canada,Others,Toronto FC,0,2022,Attack
2446,Boubacar Kamara,Defensive Midfield,22,25000000,France,Ligue 1,Olympique Marseille,England,Premier League,Aston Villa,0,2022,Midfield
2447,Conor Coady,Centre-Back,29,25000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Everton FC,0,2022,Defense
2448,Nicolas Pépé,Right Winger,27,25000000,England,Premier League,Arsenal FC,France,Ligue 1,OGC Nice,0,2022,Attack
2449,Callum Hudson-Odoi,Left Winger,21,25000000,England,Premier League,Chelsea FC,Germany,Bundesliga,Bayer 04 Leverkusen,0,2022,Attack
2450,Sergio Reguilón,Left-Back,25,25000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Atlético de Madrid,0,2022,Defense
2451,Nathan Collins,Centre-Back,21,10000000,England,Others,Burnley FC,England,Premier League,Wolverhampton Wanderers,24000000,2022,Defense
2452,Filip Kostić,Left Midfield,29,24000000,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,Juventus FC,13000000,2022,Midfield
2453,Joaquín Correa,Second Striker,27,23000000,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,23000000,2022,Attack
2454,Calvin Bassey,Centre-Back,22,10000000,Scotland,Others,Rangers FC,Netherlands,Others,Ajax Amsterdam,23000000,2022,Defense
2455,Ilya Zabarnyi,Centre-Back,20,15000000,Ukraine,Others,Dynamo Kyiv,England,Premier League,AFC Bournemouth,22000000,2022,Defense
2456,Jérémie Boga,Left Winger,25,19000000,Italy,Serie A,US Sassuolo,Italy,Serie A,Atalanta BC,22000000,2022,Attack
2457,Sofiane Diop,Left Winger,22,20000000,Monaco,Ligue 1,AS Monaco,France,Ligue 1,OGC Nice,22000000,2022,Attack
2458,Thilo Kehrer,Centre-Back,25,22000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,12000000,2022,Defense
2459,Cengiz Ünder,Right Winger,24,22000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,8000000,2022,Attack
2460,Viktor Tsygankov,Right Winger,25,22000000,Ukraine,Others,Dynamo Kyiv,Spain,LaLiga,Girona FC,5000000,2022,Attack
2461,James Tarkowski,Centre-Back,29,22000000,England,Others,Burnley FC,England,Premier League,Everton FC,0,2022,Defense
2462,Giovani Lo Celso,Central Midfield,26,22000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Villarreal CF,0,2022,Midfield
2463,Julian Weigl,Defensive Midfield,26,22000000,Portugal,Others,SL Benfica,Germany,Bundesliga,Borussia Mönchengladbach,0,2022,Midfield
2464,Jan Bednarek,Centre-Back,26,22000000,England,Premier League,Southampton FC,England,Premier League,Aston Villa,0,2022,Defense
2465,Mauro Icardi,Centre-Forward,29,22000000,France,Ligue 1,Paris Saint-Germain,Turkey,Others,Galatasaray,0,2022,Attack
2466,Hamed Junior Traorè,Attacking Midfield,22,22000000,Italy,Serie A,US Sassuolo,England,Premier League,AFC Bournemouth,0,2022,Midfield
2467,Weston McKennie,Central Midfield,24,21000000,Italy,Serie A,Juventus FC,England,Premier League,Leeds United,1000000,2022,Midfield
2468,Maxwel Cornet,Left Winger,25,15000000,England,Others,Burnley FC,England,Premier League,West Ham United,20000000,2022,Attack
2469,Taiwo Awoniyi,Centre-Forward,24,20000000,Germany,Bundesliga,1.FC Union Berlin,England,Premier League,Nottingham Forest,20000000,2022,Attack
2470,David Carmo,Centre-Back,22,15000000,Portugal,Others,SC Braga,Portugal,Others,FC Porto,20000000,2022,Defense
2471,Philippe Coutinho,Left Winger,30,20000000,Spain,LaLiga,FC Barcelona,England,Premier League,Aston Villa,20000000,2022,Attack
2472,Neco Williams,Right-Back,21,8000000,England,Premier League,Liverpool FC,England,Premier League,Nottingham Forest,20000000,2022,Defense
2473,Mathys Tel,Centre-Forward,17,2000000,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,Bayern Munich,20000000,2022,Attack
2474,Nahuel Molina,Right-Back,24,20000000,Italy,Serie A,Udinese Calcio,Spain,LaLiga,Atlético de Madrid,20000000,2022,Defense
2475,Arnaud Kalimuendo,Centre-Forward,20,18000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,Stade Rennais FC,20000000,2022,Attack
2476,Umar Sadiq,Centre-Forward,25,18000000,Spain,LaLiga,UD Almería,Spain,LaLiga,Real Sociedad,20000000,2022,Attack
2477,Pervis Estupiñán,Left-Back,24,20000000,Spain,LaLiga,Villarreal CF,England,Premier League,Brighton & Hove Albion,17000000,2022,Defense
2478,David Neres,Right Winger,25,20000000,Ukraine,Others,Shakhtar Donetsk,Portugal,Others,SL Benfica,15000000,2022,Attack
2479,Dodô,Right-Back,23,20000000,Ukraine,Others,Shakhtar Donetsk,Italy,Serie A,ACF Fiorentina,14000000,2022,Defense
2480,Álex Moreno,Left-Back,29,20000000,Spain,LaLiga,Real Betis Balompié,England,Premier League,Aston Villa,13000000,2022,Defense
2481,Adam Hlozek,Centre-Forward,19,20000000,Czech Republic,Others,AC Sparta Prague,Germany,Bundesliga,Bayer 04 Leverkusen,13000000,2022,Attack
2482,Nordi Mukiele,Right-Back,24,20000000,Germany,Bundesliga,RB Leipzig,France,Ligue 1,Paris Saint-Germain,12000000,2022,Defense
2483,Remo Freuler,Central Midfield,30,20000000,Italy,Serie A,Atalanta BC,England,Premier League,Nottingham Forest,9000000,2022,Midfield
2484,Lucas Torreira,Defensive Midfield,26,20000000,England,Premier League,Arsenal FC,Turkey,Others,Galatasaray,6000000,2022,Midfield
2485,Pablo Sarabia,Right Winger,30,20000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Wolverhampton Wanderers,5000000,2022,Attack
2486,Trincão,Right Winger,22,20000000,Spain,LaLiga,FC Barcelona,Portugal,Others,Sporting CP,3000000,2022,Attack
2487,Memphis Depay,Centre-Forward,28,20000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Atlético de Madrid,3000000,2022,Attack
2488,Antonin Barak,Attacking Midfield,27,20000000,Italy,Serie A,Hellas Verona,Italy,Serie A,ACF Fiorentina,1000000,2022,Midfield
2489,Noussair Mazraoui,Right-Back,24,20000000,Netherlands,Others,Ajax Amsterdam,Germany,Bundesliga,Bayern Munich,0,2022,Defense
2490,Christian Eriksen,Central Midfield,30,20000000,England,Premier League,Brentford FC,England,Premier League,Manchester United,0,2022,Midfield
2491,Andrea Pinamonti,Centre-Forward,23,20000000,Italy,Serie A,Inter Milan,Italy,Serie A,US Sassuolo,0,2022,Attack
2492,Nico González,Central Midfield,20,20000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Valencia CF,0,2022,Midfield
2493,Andrea Belotti,Centre-Forward,28,20000000,Italy,Serie A,Torino FC,Italy,Serie A,AS Roma,0,2022,Attack
2494,Héctor Bellerín,Right-Back,27,20000000,England,Premier League,Arsenal FC,Spain,LaLiga,FC Barcelona,0,2022,Defense
2495,Matheus Cunha,Centre-Forward,23,20000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Wolverhampton Wanderers,0,2022,Attack
2496,Marcel Sabitzer,Central Midfield,28,20000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Manchester United,0,2022,Midfield
2497,Keane Lewis-Potter,Left Winger,21,12000000,England,Others,Hull City,England,Premier League,Brentford FC,19000000,2022,Attack
2498,Arthur Theate,Centre-Back,22,15000000,Italy,Serie A,Bologna FC 1909,France,Ligue 1,Stade Rennais FC,19000000,2022,Defense
2499,Hassane Kamara,Left-Back,28,4000000,England,Others,Watford FC,Italy,Serie A,Udinese Calcio,19000000,2022,Defense
2500,João Gomes,Central Midfield,21,15000000,Brazil,Others,CR Flamengo,England,Premier League,Wolverhampton Wanderers,18000000,2022,Midfield
2501,Min-jae Kim,Centre-Back,25,14000000,Turkey,Others,Fenerbahce,Italy,Serie A,SSC Napoli,18000000,2022,Defense
2502,Carney Chukwuemeka,Central Midfield,18,6000000,England,Premier League,Aston Villa,England,Premier League,Chelsea FC,18000000,2022,Midfield
2503,Destiny Udogie,Left-Back,19,17000000,Italy,Serie A,Udinese Calcio,England,Premier League,Tottenham Hotspur,18000000,2022,Defense
2504,Paul Onuachu,Centre-Forward,28,15000000,Belgium,Others,KRC Genk,England,Premier League,Southampton FC,18000000,2022,Attack
2505,Dwight McNeil,Left Winger,22,18000000,England,Others,Burnley FC,England,Premier League,Everton FC,17000000,2022,Attack
2506,Aaron Hickey,Left-Back,20,18000000,Italy,Serie A,Bologna FC 1909,England,Premier League,Brentford FC,16000000,2022,Defense
2507,Gaëtan Laborde,Centre-Forward,28,18000000,France,Ligue 1,Stade Rennais FC,France,Ligue 1,OGC Nice,15000000,2022,Attack
2508,Gerson,Central Midfield,25,18000000,France,Ligue 1,Olympique Marseille,Brazil,Others,CR Flamengo,15000000,2022,Midfield
2509,Brais Méndez,Attacking Midfield,25,18000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,Real Sociedad,14000000,2022,Midfield
2510,Neal Maupay,Centre-Forward,26,18000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Everton FC,11000000,2022,Attack
2511,Moussa Niakhaté,Centre-Back,26,18000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Nottingham Forest,10000000,2022,Defense
2512,Mattia Zaccagni,Left Winger,27,18000000,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,7000000,2022,Attack
2513,Zeki Celik,Right-Back,25,18000000,France,Ligue 1,LOSC Lille,Italy,Serie A,AS Roma,7000000,2022,Defense
2514,Arthur Melo,Central Midfield,26,18000000,Italy,Serie A,Juventus FC,England,Premier League,Liverpool FC,4000000,2022,Midfield
2515,Julian Draxler,Left Winger,28,18000000,France,Ligue 1,Paris Saint-Germain,Portugal,Others,SL Benfica,2000000,2022,Attack
2516,Abdou Diallo,Centre-Back,26,18000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,RB Leipzig,1000000,2022,Defense
2517,Matthias Ginter,Centre-Back,28,18000000,Germany,Bundesliga,Borussia Mönchengladbach,Germany,Bundesliga,SC Freiburg,0,2022,Defense
2518,Jesse Lingard,Attacking Midfield,29,18000000,England,Premier League,Manchester United,England,Premier League,Nottingham Forest,0,2022,Midfield
2519,Dean Henderson,Goalkeeper,25,18000000,England,Premier League,Manchester United,England,Premier League,Nottingham Forest,0,2022,Goalkeeper
2520,Alex Telles,Left-Back,29,18000000,England,Premier League,Manchester United,Spain,LaLiga,Sevilla FC,0,2022,Defense
2521,Georginio Wijnaldum,Central Midfield,31,18000000,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,AS Roma,0,2022,Midfield
2522,Sergiño Dest,Right-Back,21,18000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,AC Milan,0,2022,Defense
2523,André Gomes,Central Midfield,29,18000000,England,Premier League,Everton FC,France,Ligue 1,LOSC Lille,0,2022,Midfield
2524,Daniel James,Right Winger,24,18000000,England,Premier League,Leeds United,England,Premier League,Fulham FC,0,2022,Attack
2525,Nathan Redmond,Left Winger,28,18000000,England,Premier League,Southampton FC,Turkey,Others,Besiktas JK,0,2022,Attack
2526,Ruslan Malinovskyi,Attacking Midfield,29,18000000,Italy,Serie A,Atalanta BC,France,Ligue 1,Olympique Marseille,0,2022,Midfield
2527,Issa Diop,Centre-Back,25,10000000,England,Premier League,West Ham United,England,Premier League,Fulham FC,17000000,2022,Defense
2528,Matt Targett,Left-Back,26,17000000,England,Premier League,Aston Villa,England,Premier League,Newcastle United,17000000,2022,Defense
2529,Tyler Adams,Defensive Midfield,23,17000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Leeds United,17000000,2022,Midfield
2530,Wout Faes,Centre-Back,24,10000000,France,Ligue 1,Stade Reims,England,Premier League,Leicester City,17000000,2022,Defense
2531,Harry Souttar,Centre-Back,24,6000000,England,Others,Stoke City,England,Premier League,Leicester City,17000000,2022,Defense
2532,Tyrell Malacia,Left-Back,22,17000000,Netherlands,Others,Feyenoord Rotterdam,England,Premier League,Manchester United,15000000,2022,Defense
2533,Marcos Senesi,Centre-Back,25,17000000,Netherlands,Others,Feyenoord Rotterdam,England,Premier League,AFC Bournemouth,15000000,2022,Defense
2534,Jordan Veretout,Defensive Midfield,29,17000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,11000000,2022,Midfield
2535,Giovanni Simeone,Centre-Forward,26,17000000,Italy,Others,Cagliari Calcio,Italy,Serie A,Hellas Verona,10000000,2022,Attack
2536,Destiny Udogie,Left-Back,19,17000000,Italy,Serie A,Hellas Verona,Italy,Serie A,Udinese Calcio,4000000,2022,Defense
2537,Giovanni Simeone,Centre-Forward,27,17000000,Italy,Serie A,Hellas Verona,Italy,Serie A,SSC Napoli,3000000,2022,Attack
2538,Yusuf Yazici,Attacking Midfield,25,17000000,France,Ligue 1,LOSC Lille,Turkey,Others,Trabzonspor,500000,2022,Midfield
2539,Alessio Romagnoli,Centre-Back,27,17000000,Italy,Serie A,AC Milan,Italy,Serie A,SS Lazio,0,2022,Defense
